0,350,200,鸡,25,5,5,0,
0,280,260,鸡,25,5,5,0,
0,405,240,鸡,25,5,5,0,
0,340,310,鸡,25,5,5,0,
0,110,60,稻草人,70,10,4,0,
0,110,80,钩爪猫咪,60,10,4,0,
0,220,60,稻草人,60,10,4,0,
0,150,130,钩爪猫咪,50,10,4,0,
0,140,100,抓爪猫咪,50,20,4,0,
0,90,240,半兽人,60,20,4,0,
0,65,185,喷射蜘蛛,30,20,4,0,
0,120,200,食人植物,60,40,4,0,
0,210,185,鹿,45,20,4,0,
0,265,125,鹿,45,20,4,0,
0,310,95,鹿,45,20,4,0,
0,225,20,流氓青年,20,15,4,0,
0,280,380,流氓青年,20,15,4,0,
0,340,80,流氓青年,20,25,4,0,
0,60,300,喷射蜘蛛,60,20,4,0,
0,180,465,霜虎,75,1,60,0,
0,420,95,半兽人,50,20,3,0,
0,570,120,喷射蜘蛛,80,20,3,0,
0,615,110,喷射蜘蛛,50,10,3,0,
0,560,200,半兽人,90,30,3,0,
0,620,370,喷射蜘蛛,60,10,3,0,
0,420,380,鹿,45,10,3,0,
0,470,330,鹿,45,10,3,0,
0,395,420,流氓青年,40,10,3,0,
0,475,500,食人植物,90,40,3,0,
0,405,515,流氓青年,30,10,3,0,
0,500,400,稻草人,50,10,3,0,
0,510,410,钩爪猫咪,50,10,3,0,
0,510,410,抓爪猫咪,50,10,3,0,
0,560,320,半兽人,90,10,3,0,
0,480,450,半兽人,60,10,3,0,
0,600,400,森林雪人,70,10,3,0,
0,600,400,半兽人,80,10,3,0,
0,610,405,食人植物,60,20,3,0,
0,650,420,喷射蜘蛛,30,10,3,0,
0,530,465,霜虎,75,1,60,0,
0,600,580,鹿,40,10,3,0,
0,540,530,稻草人,70,20,3,0,
0,550,550,鹿,70,20,3,0,
0,570,610,鹿,50,20,3,0,
0,640,520,钩爪猫咪,50,20,3,0,
0,640,520,抓爪猫咪,50,20,3,0,
0,640,530,稻草人,50,20,3,0,
0,205,325,鹿,50,20,5,0,
0,260,380,鹿,50,30,5,0,
0,300,410,流氓青年,50,20,6,0,
0,200,400,稻草人,50,20,6,0,
0,180,420,钩爪猫咪,50,20,6,0,
0,180,420,抓爪猫咪,50,20,6,0,
0,110,425,森林雪人,70,30,7,0,
0,110,440,半兽人,70,40,7,0,
0,220,470,半兽人,70,40,7,0,
0,140,500,半兽人,50,30,7,0,
0,130,510,食人植物,70,40,9,0,
0,165,550,森林雪人,60,30,7,0,
0,340,550,抓爪猫咪,50,40,6,0,
0,340,550,钩爪猫咪,50,40,6,0,
0,340,550,鹿,50,30,4,0,
0,247,565,鹿,50,40,4,0,
0,330,530,稻草人,40,50,6,0,
0,270,625,鹿,60,50,4,0,
0,270,625,稻草人,60,50,5,0,
0,295,625,鹿,50,20,3,0,
0,120,60,栗树,60,2,10,0,
0,150,130,栗树,50,2,10,0,
0,140,100,栗树,50,2,10,0,
0,90,240,栗树,60,2,10,0,
0,65,185,栗树,30,2,10,0,
0,120,200,栗树,60,2,10,0,
0,310,95,栗树,45,2,10,0,
0,225,20,栗树,20,2,10,0,
0,280,380,栗树,20,2,10,0,
0,340,80,栗树,20,2,10,0,
0,60,300,栗树,60,2,10,0,
0,420,95,栗树,50,2,10,0,
0,570,120,栗树,80,2,10,0,
0,615,110,栗树,50,2,10,0,
0,560,200,栗树,90,2,10,0,
0,620,370,栗树,60,2,10,0,
0,395,420,栗树,40,2,10,0,
0,475,500,栗树,90,2,10,0,
0,405,515,栗树,30,2,10,0,
0,500,400,栗树,50,2,10,0,
0,510,410,栗树,50,2,10,0,
0,510,410,栗树,50,2,10,0,
0,560,320,栗树,90,2,10,0,
0,480,450,栗树,60,2,10,0,
0,600,400,栗树,70,2,10,0,
0,600,400,栗树,80,2,10,0,
0,610,405,栗树,60,2,10,0,
0,650,420,栗树,30,2,10,0,
0,300,410,栗树,50,2,10,0,
0,180,420,栗树,50,2,10,0,
0,110,425,栗树,70,2,10,0,
0,110,440,栗树,70,2,10,0,
0,220,470,栗树,70,2,10,0,
0,140,500,栗树,50,2,10,0,
0,130,510,栗树,70,2,10,0,
0,165,550,栗树,60,2,10,0,
0,340,550,栗树,50,2,10,0,
0,340,550,栗树,50,2,10,0,
0,110,60,栗树,70,2,9,0,
0,110,80,栗树,60,2,9,0,
0,220,60,栗树,60,2,9,0,
0,150,130,栗树,50,2,9,0,
0,140,100,栗树,50,2,9,0,
0,90,240,栗树,60,2,9,0,
0,65,185,栗树,30,2,9,0,
0,120,200,栗树,60,2,9,0,
0,310,95,栗树,45,2,5,0,
